name,birthDate,age,height,weight,association,fighterClass,win,loss,nationality,locality,url
david miles,None,None,None,145,north georgia hayastan mma academy,featherweight,0,1,United States,-Pigeon Forge Tennessee-,https://www.sherdog.com/fighter/David-Miles-114231
george lozano,None,None,None,None,None,None,0,1,United States,None,https://www.sherdog.com/fighter/George-Lozano-72809
bryson haubrick,None,None,None,None,None,None,0,3,None,None,https://www.sherdog.com/fighter/Bryson-Haubrick-4792
lorenz larkin,09/3/1986,35,71,185,millennia mma,middleweight,23,7,United States,-Riverside California-,https://www.sherdog.com/fighter/Lorenz-Larkin-51345
herschel walker,03/3/1962,59,73,220,american kickboxing academy,heavyweight,2,0,United States,-Wrightsville Georgia-,https://www.sherdog.com/fighter/Herschel-Walker-53594
nick gehrts,None,None,68,155,knoxville martial arts academy,lightweight,10,4,United States,-Knoxville Tennessee-,https://www.sherdog.com/fighter/Nick-Gehrts-181319
quinton jackson,06/20/1978,43,73,265,wolfslair academy,heavyweight,38,14,United States,-Memphis Tennessee-,https://www.sherdog.com/fighter/Quinton-Jackson-348
derek yocum,None,None,78,265,None,heavyweight,0,0,United States,-Illinois-,https://www.sherdog.com/fighter/Derek-Yocum-368101
greg nagy,10/18/1983,38,75,215,ritc training center,heavyweight,1,3,United States,-Tempe Arizona-,https://www.sherdog.com/fighter/Greg-Nagy-50668
daniel terry,None,None,68,155,None,lightweight,1,7,United States,-Forest City North Carolina-,https://www.sherdog.com/fighter/Daniel-Terry-52667
mike pyle,09/18/1975,46,72,170,syndicate mma,welterweight,27,14,United States,-Las Vegas Nevada-,https://www.sherdog.com/fighter/Mike-Pyle-4577
dylan needham,None,None,73,265,None,heavyweight,0,0,United States,-Oklahoma-,https://www.sherdog.com/fighter/Dylan-Needham-319467
robert principato,None,None,None,None,None,None,0,1,None,None,https://www.sherdog.com/fighter/Robert-Principato-50669
ryan brunke,None,None,None,170,None,welterweight,0,0,USA,-Charleston South Carolina-,https://www.sherdog.com/fighter/Ryan-Brunke-59247
jon fitch,02/24/1978,43,72,170,american kickboxing academy,welterweight,32,8,United States,-Fort Wayne Indiana-,https://www.sherdog.com/fighter/Jon-Fitch-4865
andre turner,None,None,None,205,None,light heavyweight,0,0,United States,-Kansas-,https://www.sherdog.com/fighter/Andre-Turner-281937
daan kooiman,None,None,71,185,team schrijber,middleweight,7,16,Holland,None,https://www.sherdog.com/fighter/Daan-Kooiman-2964
andrei semenov,06/17/1977,44,72,185,None,middleweight,34,9,Russia,-St. Petersburg-,https://www.sherdog.com/fighter/Andrei-Semenov-1870
mark smolinski,06/28/1976,45,70,196,None,light heavyweight,1,2,Canada,-Winnipeg Manitoba-,https://www.sherdog.com/fighter/Mark-Smolinski-4307
felix alvarez,None,None,None,None,None,None,0,2,None,None,https://www.sherdog.com/fighter/Felix-Alvarez-4633
mimoun amghar,None,None,None,None,kam lung,None,1,1,None,None,https://www.sherdog.com/fighter/Mimoun-Amghar-3802
ruslan yacoupov,None,None,None,None,None,None,0,1,None,None,https://www.sherdog.com/fighter/Ruslan-Yacoupov-3155
pat russo,05/8/1980,41,72,202,alex wilkies martial arts academy,light heavyweight,0,7,United States,-Allentown Pennsylvania-,https://www.sherdog.com/fighter/Pat-Russo-4308
juan fernandez,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Juan-Fernandez-29508
eric van dort,None,None,None,None,fysio sportline,None,0,2,Holland,None,https://www.sherdog.com/fighter/Eric-van-Dort-5676
rich guerin,None,None,None,None,None,None,13,10,United States,-Yakima Washington-,https://www.sherdog.com/fighter/Rich-Guerin-4632
hazem ibrahim,09/20/1980,41,72,205,team renzo gracie,light heavyweight,4,5,United States,-Red Bank New Jersey-,https://www.sherdog.com/fighter/Hazem-Ibrahim-11717
aaron meisner,03/15/1978,43,72,169,philadelphia fight factory,welterweight,6,3,United States,-Philadelphia Pennsylvania-,https://www.sherdog.com/fighter/Aaron-Meisner-22849
kees afula,05/30/1973,48,71,170,loek's gym,welterweight,1,2,Holland,None,https://www.sherdog.com/fighter/Kees-Afula-1732
craig sloan,08/19/1976,45,66,185,gibson kickboxing & pankration,middleweight,8,4,Canada,-Port Moody British Columbia-,https://www.sherdog.com/fighter/Craig-Sloan-4242
brian lieberman,None,None,None,None,planet jiu-jitsu,None,0,2,None,None,https://www.sherdog.com/fighter/Brian-Lieberman-27593
brandon sene,05/12/1981,40,None,185,throwdown,middleweight,2,2,United States,-Riverview Florida-,https://www.sherdog.com/fighter/Brandon-Sene-26812
maurice hoogerwerf,None,None,69,185,team schrijber,middleweight,2,1,Holland,-Beverwijk-,https://www.sherdog.com/fighter/Maurice-Hoogerwerf-3282
todd wade,None,None,None,None,None,None,1,1,None,None,https://www.sherdog.com/fighter/Todd-Wade-30620
david rosky,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/David-Rosky-27591
dante rivera,08/12/1974,47,72,170,renzo gracie jiu-jitsu,welterweight,16,7,United States,-Jackson New Jersey-,https://www.sherdog.com/fighter/Dante-Rivera-5746
ronny hoekstra,None,None,None,170,fysio sportline,welterweight,3,3,Netherlsna,None,https://www.sherdog.com/fighter/Ronny-Hoekstra-2978
ramon kaljee,None,None,None,None,None,None,0,2,Holland,None,https://www.sherdog.com/fighter/Ramon-Kaljee-3281
chris jaeger,None,None,None,151,None,lightweight,0,0,United States,None,https://www.sherdog.com/fighter/Chris-Jaeger-24335
john wood,06/17/1979,42,None,185,syndicate mma,middleweight,7,6,United States,-Las Vegas Nevada-,https://www.sherdog.com/fighter/John-Wood-9596
jerry mooldijk,None,None,None,None,chakuriki,None,2,0,Holland,None,https://www.sherdog.com/fighter/Jerry-Mooldijk-1509
patrick narraina,None,None,None,None,kam lung,None,2,2,Holland,None,https://www.sherdog.com/fighter/Patrick-Narraina-3831
mark tuazon,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Mark-Tuazon-27629
mike wright,None,None,None,None,yakima mma,None,1,1,United States,-Yakima Washington-,https://www.sherdog.com/fighter/Mike-Wright-14878
roberto lukus,None,None,None,None,nieuwendam,None,1,1,Holland,None,https://www.sherdog.com/fighter/Roberto-Lukus-1510
hendrik blokhuis,None,None,None,155,physical ede,lightweight,1,0,Holland,None,https://www.sherdog.com/fighter/Hendrik-Blokhuis-9232
joe capaccio,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Joe-Capaccio-27654
tyson johnson,None,None,None,155,northwest elite,lightweight,5,2,United States,-Tri-Cities Washington-,https://www.sherdog.com/fighter/Tyson-Johnson-50886
rob van kampen,None,None,None,None,None,None,0,1,Holland,None,https://www.sherdog.com/fighter/Rob-van-Kampen-5191
daniel weichel,11/22/1984,37,70,145,team mma spirit,featherweight,41,13,Germany,-Frankfurt Hesse-,https://www.sherdog.com/fighter/Daniel-Weichel-4541
michel smits,None,None,None,None,None,None,1,0,None,None,https://www.sherdog.com/fighter/Michel-Smits-11412
nathan reed,None,None,None,None,None,None,0,1,United States,-Washington-,https://www.sherdog.com/fighter/Nathan-Reed-56841
fernando corona,None,None,None,170,white swan warriors,welterweight,4,3,United States,-Washington-,https://www.sherdog.com/fighter/Fernando-Corona-56828
erwin seasle,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Erwin-Seasle-26224
dennis brandenburg,None,None,None,None,None,None,0,1,None,None,https://www.sherdog.com/fighter/Dennis-Brandenburg-11419
joe burbank,None,None,None,None,yakima mma,None,1,0,United States,-Yakima Washington-,https://www.sherdog.com/fighter/Joe-Burbank-49564
ben fodor,05/25/1988,33,72,175,amc pankration,middleweight,7,3,United States,-Seattle Washington-,https://www.sherdog.com/fighter/Ben-Fodor-45446
patrick claassens,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Patrick-Claassens-29412
erik eagle,None,None,None,None,yakima mma,None,1,1,United States,-Yakima Washington-,https://www.sherdog.com/fighter/Erik-Eagle-56837
tim perales,None,None,75,225,white buffalo warriors,heavyweight,0,4,None,None,https://www.sherdog.com/fighter/Tim-Perales-25420
ken barringer,None,None,None,None,None,None,0,1,None,None,https://www.sherdog.com/fighter/Ken-Barringer-46194
john kubot,None,None,None,None,None,None,0,0,United States,None,https://www.sherdog.com/fighter/John-Kubot-53050
jeff deats,None,None,None,None,None,None,1,0,United States,-Washington-,https://www.sherdog.com/fighter/Jeff-Deats-56836
josh bennett,None,None,76,259,None,heavyweight,11,14,USA,-Camas Washington-,https://www.sherdog.com/fighter/Josh-Bennett-6236
wesley welch,None,None,70,186,victory athletics,middleweight,12,12,United States,-Olympia Washington-,https://www.sherdog.com/fighter/Wesley-Welch-6935
jack anderson,None,None,None,None,tri-cities mma,None,2,0,United States,-Tri-Cities Washington-,https://www.sherdog.com/fighter/Jack-Anderson-53049
john gafney,None,None,None,None,None,None,0,1,None,None,https://www.sherdog.com/fighter/John-Gafney-16575
josh haynes,07/30/1977,44,69,205,syndicate mma,light heavyweight,14,11,United States,-Medford Oregon-,https://www.sherdog.com/fighter/Josh-Haynes-6254
geoff  booker,None,None,69,170,uscaa,welterweight,0,0,USA,-Washington-,https://www.sherdog.com/fighter/Geoff-Booker-35351
joe peters,None,None,None,None,familia gracie barra,None,0,1,United States,-Washington-,https://www.sherdog.com/fighter/Joe-Peters-62268
tam khan,04/16/1981,40,None,None,sure grip vale tudo,None,6,3,United Arab Emirates,-Dubai-,https://www.sherdog.com/fighter/Tam-Khan-29492
tait fletcher,02/7/1971,51,75,202,undisputed fitness,light heavyweight,4,2,United States,-Los Angeles California-,https://www.sherdog.com/fighter/Tait-Fletcher-8174
brad  phillips,None,None,None,None,None,None,0,1,None,None,https://www.sherdog.com/fighter/Brad-Phillips-35355
jesse forbes,10/24/1984,37,74,184,power mma team,middleweight,15,5,United States,-Tempe Arizona-,https://www.sherdog.com/fighter/Jesse-Forbes-13453
jason kubiak,None,None,None,None,total dojo,None,5,0,None,None,https://www.sherdog.com/fighter/Jason-Kubiak-21298
jimmy westfall,None,None,74,245,None,heavyweight,5,9,United States,-El Paso Texas-,https://www.sherdog.com/fighter/Jimmy-Westfall-1949
kyle herrera,11/4/1985,36,None,154,None,lightweight,7,7,United States,-Utah-,https://www.sherdog.com/fighter/Kyle-Herrera-63554
arturo segovia,None,None,None,None,None,None,1,1,None,None,https://www.sherdog.com/fighter/Arturo-Segovia-13187
will jackson,None,None,75,185,None,middleweight,1,10,England,None,https://www.sherdog.com/fighter/Will-Jackson-18657
george allen,01/13/1967,55,74,185,eagle mma,middleweight,13,19,United States,-Atlanta Georgia-,https://www.sherdog.com/fighter/George-Allen-1568
cory davis,None,None,None,None,None,None,0,1,None,None,https://www.sherdog.com/fighter/Cory-Davis-32753
joey juvera,None,None,None,None,None,None,0,2,None,None,https://www.sherdog.com/fighter/Joey-Juvera-11657
clifford hall,None,None,None,None,total dojo,None,7,5,None,None,https://www.sherdog.com/fighter/Clifford-Hall-16568
rodney hargroves,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Rodney-Hargroves-29865
c carlson,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/C-Carlson-32749
neil abbott,None,None,None,214,asher combat academy,heavyweight,1,1,None,None,https://www.sherdog.com/fighter/Neil-Abbott-6054
jack mason,None,None,71,170,bkk fighters,welterweight,29,17,England,-Chelmsford Essex-,https://www.sherdog.com/fighter/Jack-Mason-15426
dion martinez,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Dion-Martinez-29867
matt hasland,None,None,None,None,tap or snap,None,1,1,None,None,https://www.sherdog.com/fighter/Matt-Hasland-18611
matthew houser,None,None,None,226,None,heavyweight,1,1,None,None,https://www.sherdog.com/fighter/Matthew-Houser-6051
paul liggins,None,None,None,None,None,None,0,1,England,None,https://www.sherdog.com/fighter/Paul-Liggins-82414
jake blyth,None,None,None,None,None,None,9,2,None,None,https://www.sherdog.com/fighter/Jake-Blyth-17058
chris taylor,None,None,None,None,wakefield submission,None,0,3,None,None,https://www.sherdog.com/fighter/Chris-Taylor-17554
sebastien grandin,12/6/1980,41,72,169,parabellum combat club,welterweight,9,12,France,None,https://www.sherdog.com/fighter/Sebastien-Grandin-24535
fernando saucedo,None,None,None,None,None,None,1,6,None,None,https://www.sherdog.com/fighter/Fernando-Saucedo-22765
richard stopgate,None,None,None,None,wales vale tudo,None,1,4,England,None,https://www.sherdog.com/fighter/Richard-Stopgate-3365
che mills,09/29/1982,39,74,170,trojan free fighters,welterweight,16,10,England,-Gloucester Gloucestershire-,https://www.sherdog.com/fighter/Che-Mills-8800
steeve sifflet,None,None,None,185,free fight academy,middleweight,5,6,France,-Paris-,https://www.sherdog.com/fighter/Steeve-Sifflet-11756
tarcio santana,None,None,None,None,None,None,3,1,None,None,https://www.sherdog.com/fighter/Tarcio-Santana-16564
tim ryder,None,None,None,None,None,None,1,2,None,None,https://www.sherdog.com/fighter/Tim-Ryder-5356
matt thorpe,None,None,None,185,team colosseum,middleweight,12,11,England,-Farnworth Bolton-,https://www.sherdog.com/fighter/Matt-Thorpe-7077
robert scott,None,None,None,None,None,None,0,1,None,None,https://www.sherdog.com/fighter/Robert-Scott-11768
bruno     silva,None,None,None,194,rs team,light heavyweight,7,12,Portugal,None,https://www.sherdog.com/fighter/Bruno-Silva-28816
will bundy,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Will-Bundy-24580
david simpson,None,None,None,None,None,None,0,1,England,None,https://www.sherdog.com/fighter/David-Simpson-8302
danny rogerson,07/16/1965,56,72,None,None,None,2,1,England,None,https://www.sherdog.com/fighter/Danny-Rogerson-6718
georgiy nikiforets,None,None,None,170,None,welterweight,9,11,Ukraine,None,https://www.sherdog.com/fighter/Georgiy-Nikiforets-21098
mark clemmings,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Mark-Clemmings-24581
terry mcdougall,None,None,None,None,None,None,5,0,England,None,https://www.sherdog.com/fighter/Terry-McDougall-6010
ryan norwood,None,None,None,None,team fury fight academy,None,5,5,England,None,https://www.sherdog.com/fighter/Ryan-Norwood-6289
manuel angel,None,None,None,None,None,None,0,1,None,None,https://www.sherdog.com/fighter/Manuel-Angel-21102
mick broster,None,None,None,None,None,None,5,5,England,None,https://www.sherdog.com/fighter/Mick-Broster-8969
shane granaghan,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Shane-Granaghan-24669
rob nutley,None,None,None,None,elite,None,0,1,England,None,https://www.sherdog.com/fighter/Rob-Nutley-6322
richy henwood,None,None,None,None,None,None,1,2,England,None,https://www.sherdog.com/fighter/Richy-Henwood-6281
ross mckenzie,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Ross-McKenzie-24574
craig mitchell,None,None,None,None,None,None,1,3,None,None,https://www.sherdog.com/fighter/Craig-Mitchell-4988
jose enrique anton,None,None,None,None,s.h.o.o.t spain,None,2,3,Spain,None,https://www.sherdog.com/fighter/Jose-Enrique-Anton-7805
jez marchment,None,None,None,None,None,None,1,5,None,None,https://www.sherdog.com/fighter/Jez-Marchment-5033
mark besse,None,None,None,None,None,None,0,2,England,None,https://www.sherdog.com/fighter/Mark-Besse-8222
sean mckeown,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Sean-McKeown-30556
anders erikkson,None,None,None,176,lupus,middleweight,1,1,Sweden,None,https://www.sherdog.com/fighter/Anders-Erikkson-5158
chris cummins,None,None,None,None,None,None,4,0,England,None,https://www.sherdog.com/fighter/Chris-Cummins-4042
anthony mcrae,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Anthony-McRae-25683
denis kelly,None,None,None,None,None,None,8,7,None,None,https://www.sherdog.com/fighter/Denis-Kelly-9191
theo mparmpagiannis,None,None,None,None,None,None,0,0,Sweden,-Stockholm-,https://www.sherdog.com/fighter/Theo-Mparmpagiannis-26446
dave jones,None,None,None,None,None,None,3,3,Ireland,None,https://www.sherdog.com/fighter/Dave-Jones-4041
james fear,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/James-Fear-27974
andrew clarke,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Andrew-Clarke-32526
per dahlgard,None,None,None,None,None,None,0,0,Sweden,None,https://www.sherdog.com/fighter/Per-Dahlgard-29556
mark collins,None,None,None,None,None,None,0,1,England,None,https://www.sherdog.com/fighter/Mark-Collins-8975
daniel walker,None,None,None,None,None,None,1,0,None,None,https://www.sherdog.com/fighter/Daniel-Walker-25155
kieron mcentee,None,None,None,None,None,None,2,4,None,None,https://www.sherdog.com/fighter/Kieron-McEntee-3680
alexander basilewsky,None,None,None,None,None,None,0,0,Sweden,-Stockholm-,https://www.sherdog.com/fighter/Alexander-Basilewsky-26445
thomas duffin,None,None,None,None,None,None,1,0,Northern Ireland,None,https://www.sherdog.com/fighter/Thomas-Duffin-8971
david pete,None,None,None,None,None,None,1,2,None,None,https://www.sherdog.com/fighter/David-Pete-25158
khalid ramatoola,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Khalid-Ramatoola-32537
marcus jacobsen,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Marcus-Jacobsen-29540
rory magill,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Rory-Magill-25123
luis     palomino,None,None,None,170,None,welterweight,1,1,United States,-Lafayette Indiana-,https://www.sherdog.com/fighter/Luis-Palomino-59477
victor ditola,05/4/1986,35,67,150,east west mma,lightweight,11,5,United States,-Cayce South Carolina-,https://www.sherdog.com/fighter/Victor-DiTola-23574
andreas vilhelmsson,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Andreas-Vilhelmsson-26456
riku koponen,None,None,None,None,None,None,0,0,Sweden,-Göteborg-,https://www.sherdog.com/fighter/Riku-Koponen-26450
corey young,None,None,None,None,None,None,0,1,None,None,https://www.sherdog.com/fighter/Corey-Young-25159
mike wilson,None,None,None,None,None,None,0,1,None,None,https://www.sherdog.com/fighter/Mike-Wilson-25156
chris frayer,None,None,None,None,None,None,1,0,None,None,https://www.sherdog.com/fighter/Chris-Frayer-23572
niklas millgart,None,None,None,None,None,None,0,0,Sweden,-Karlstad-,https://www.sherdog.com/fighter/Niklas-Millgart-26443
thomas hagstrand,None,None,None,None,None,None,0,0,Sweden,None,https://www.sherdog.com/fighter/Thomas-Hagstrand-5156
dave mcadams,None,None,None,None,None,None,3,2,United States,-Indiana-,https://www.sherdog.com/fighter/Dave-McAdams-51803
merritt warren,None,None,70,154,None,lightweight,3,3,United States,-Pleasanton California-,https://www.sherdog.com/fighter/Merritt-Warren-16619
babak bandarian,None,None,None,None,None,None,0,0,Sweden,-Göteborg-,https://www.sherdog.com/fighter/Babak-Bandarian-26442
tony borg,None,None,None,None,None,None,0,0,Sweden,None,https://www.sherdog.com/fighter/Tony-Borg-26458
shane pinkerman,None,None,None,None,None,None,0,5,United States,-Indiana-,https://www.sherdog.com/fighter/Shane-Pinkerman-19643
kenneth jolly,None,None,None,None,None,None,1,2,None,None,https://www.sherdog.com/fighter/Kenneth-Jolly-15229
david overfield,None,None,None,160,big bully martial arts,welterweight,6,3,United States,-Evansville Indiana-,https://www.sherdog.com/fighter/David-Overfield-21829
ousmane thomas diagne,09/3/1983,38,72,155,american kickboxing academy,lightweight,6,8,France,-Paris-,https://www.sherdog.com/fighter/Ousmane-Thomas-Diagne-46543
robbie simms,None,None,None,None,None,None,1,2,None,None,https://www.sherdog.com/fighter/Robbie-Simms-20792
matt puckett,None,None,None,None,None,None,1,0,None,None,https://www.sherdog.com/fighter/Matt-Puckett-15227
kaleo kwan,08/1/1973,48,68,155,hibred house,lightweight,11,16,United States,-Kailua Hawaii-,https://www.sherdog.com/fighter/Kaleo-Kwan-12057
aaron  mangin,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Aaron-Mangin-39137
dustin rees,None,None,73,200,damage incorporated,light heavyweight,5,1,None,None,https://www.sherdog.com/fighter/Dustin-Rees-13602
brandon sitarski,None,None,None,None,None,None,1,1,None,None,https://www.sherdog.com/fighter/Brandon-Sitarski-13823
kevin delima,None,None,67,145,bulls pen,featherweight,4,5,USA,-Honolulu Hawaii-,https://www.sherdog.com/fighter/Kevin-Delima-11394
ashton castro,None,None,None,None,None,None,2,10,United States,-Hawaii-,https://www.sherdog.com/fighter/Ashton-Castro-9385
travis  rule,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Travis-Rule-38680
adam mohr,None,None,68,146,None,featherweight,3,0,United States,-Moline Illinois-,https://www.sherdog.com/fighter/Adam-Mohr-13817
ivan jennings,None,None,None,139,808 top team,featherweight,0,1,United States,-Hawaii-,https://www.sherdog.com/fighter/Ivan-Jennings-9039
walter setzco,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Walter-Setzco-64834
keala fuerte,None,None,None,None,None,None,0,1,None,None,https://www.sherdog.com/fighter/Keala-Fuerte-69213
myles jury,10/31/1988,33,71,155,power mma,lightweight,19,6,United States,-Hazel Park Michigan-,https://www.sherdog.com/fighter/Myles-Jury-34236
ryan lee,11/5/1973,48,65,139,bulls pen,featherweight,3,6,USA,-Honolulu Hawaii-,https://www.sherdog.com/fighter/Ryan-Lee-9040
chad pavao,None,None,None,145,team hakuilua,featherweight,1,1,United States,-Hawaii-,https://www.sherdog.com/fighter/Chad-Pavao-48317
sulu kahele,None,None,None,None,None,None,2,0,None,None,https://www.sherdog.com/fighter/Sulu-Kahele-33106
dan loman,None,None,69,164,None,welterweight,11,5,United States,-Decatur Illinois-,https://www.sherdog.com/fighter/Dan-Loman-16029
curtis rivera,None,None,None,None,808 fight factory,None,0,0,None,None,https://www.sherdog.com/fighter/Curtis-Rivera-32566
toby misech,03/7/1988,33,68,135,jesus is lord,bantamweight,11,7,United States,-Ewa Beach Hawaii-,https://www.sherdog.com/fighter/Toby-Misech-48318
mike cuban,None,None,None,None,None,None,0,3,None,None,https://www.sherdog.com/fighter/Mike-Cuban-25003
mike green,08/1/1973,48,73,170,finney's hit squad,welterweight,1,0,United States,-St. Louis Missouri-,https://www.sherdog.com/fighter/Mike-Green-27500
micah washington,None,None,None,155,None,lightweight,3,5,United States,-Iowa-,https://www.sherdog.com/fighter/Micah-Washington-16033
kealoha kanawailwali,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Kealoha-Kanawailwali-52870
tony ornellas,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Tony-Ornellas-47312
kyle hancock,None,None,None,None,None,None,0,0,United States,-St. Louis Missouri-,https://www.sherdog.com/fighter/Kyle-Hancock-32614
kyle geertz,None,None,None,None,None,None,0,1,None,None,https://www.sherdog.com/fighter/Kyle-Geertz-20841
erik koch,10/4/1988,33,70,155,roufusport,lightweight,16,6,United States,-Cedar Rapids Iowa-,https://www.sherdog.com/fighter/Erik-Koch-23390
eric wisely,07/25/1984,37,68,155,team conquest,lightweight,33,9,United States,-Clinton Iowa-,https://www.sherdog.com/fighter/Eric-Wisely-25320
mark clubb,None,None,None,None,None,None,2,5,None,None,https://www.sherdog.com/fighter/Mark-Clubb-83001
josiah kline,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Josiah-Kline-59620
prentiss wolf,None,None,None,None,None,None,4,6,None,None,https://www.sherdog.com/fighter/Prentiss-Wolf-20845
mike  essary,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Mike-Essary-46096
justin stevenson,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Justin-Stevenson-83000
pedro nunez,05/14/1993,28,None,185,None,middleweight,0,1,United States,-Iowa-,https://www.sherdog.com/fighter/Pedro-Nunez-44560
kevin berry,None,None,None,None,None,None,0,1,None,None,https://www.sherdog.com/fighter/Kevin-Berry-17130
manny merida,None,None,None,None,None,None,0,1,None,None,https://www.sherdog.com/fighter/Manny-Merida-20884
william leonard,None,None,None,None,None,None,1,2,None,None,https://www.sherdog.com/fighter/William-Leonard-62880
jesse buchanon,None,None,None,185,None,middleweight,0,0,United States,-Iowa-,https://www.sherdog.com/fighter/Jesse-Buchanon-124493
devon christian,None,None,None,None,hard drive mma,None,3,1,None,None,https://www.sherdog.com/fighter/Devon-Christian-9628
travis nelson,None,None,None,195,None,light heavyweight,0,0,United States,-Iowa-,https://www.sherdog.com/fighter/Travis-Nelson-134435
dalton grinstead,06/2/1990,31,None,145,None,featherweight,0,1,United States,-Iowa-,https://www.sherdog.com/fighter/Dalton-Grinstead-145387
spencer tucker-drish,06/18/1989,32,None,185,None,middleweight,0,0,United States,-Iowa-,https://www.sherdog.com/fighter/Spencer-TuckerDrish-124495
dustin hatfield,08/31/1983,38,None,179,None,middleweight,0,4,United States,-Baton Rouge Louisiana-,https://www.sherdog.com/fighter/Dustin-Hatfield-9186
alex vega,None,None,None,200,None,light heavyweight,0,0,United States,-Iowa-,https://www.sherdog.com/fighter/Alex-Vega-134437
adam rice,None,None,None,153,None,lightweight,0,0,United States,-Iowa-,https://www.sherdog.com/fighter/Adam-Rice-145389
bobby gilmore,02/5/1986,36,None,170,None,welterweight,1,1,United States,-Iowa-,https://www.sherdog.com/fighter/Bobby-Gilmore-75262
kyle martin,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Kyle-Martin-52975
matt wiese,None,None,None,None,None,None,1,1,None,None,https://www.sherdog.com/fighter/Matt-Wiese-7934
jacob vega,None,None,None,148,None,lightweight,0,0,United States,-Iowa-,https://www.sherdog.com/fighter/Jacob-Vega-191499
nick schenk,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Nick-Schenk-75263
ciprian hangan,None,None,74,185,None,middleweight,3,3,None,None,https://www.sherdog.com/fighter/Ciprian-Hangan-57666
joe  rickter,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Joe-Rickter-48802
john hoppes,None,None,69,155,None,lightweight,3,1,None,None,https://www.sherdog.com/fighter/John-Hoppes-7933
simon sullivan,None,None,None,None,None,None,0,0,None,None,https://www.sherdog.com/fighter/Simon-Sullivan-52976
steve hess,None,None,74,184,None,middleweight,3,3,United States,-Plano Texas-,https://www.sherdog.com/fighter/Steve-Hess-62428
chris collins,03/17/1978,43,None,183,None,middleweight,0,1,United States,-Bedford Texas-,https://www.sherdog.com/fighter/Chris-Collins-87819
bryan bresler,04/4/1978,43,None,165,woody's showclub,welterweight,4,4,USA,-Cedar Rapids Iowa-,https://www.sherdog.com/fighter/Bryan-Bresler-7762
jose sanchez,None,None,71,170,None,welterweight,3,0,United States,-Texas-,https://www.sherdog.com/fighter/Jose-Sanchez-63040
jason sullivan,07/31/1978,43,74,207,None,heavyweight,1,4,United States,-Houston Texas-,https://www.sherdog.com/fighter/Jason-Sullivan-48490
tim vickers,None,None,71,195,grapplers lair,light heavyweight,0,2,United States,-Temple Texas-,https://www.sherdog.com/fighter/Tim-Vickers-62429
david hayes,None,None,None,155,None,lightweight,6,4,United States,-Hemet California-,https://www.sherdog.com/fighter/David-Hayes-31314
nick olsen,None,None,None,None,None,None,0,1,None,None,https://www.sherdog.com/fighter/Nick-Olsen-10016
brian lightfoot,None,None,None,None,None,None,3,3,None,None,https://www.sherdog.com/fighter/Brian-Lightfoot-33085
jordan clissold,None,None,None,None,None,None,1,4,None,None,https://www.sherdog.com/fighter/Jordan-Clissold-23625
j.c. pennington,02/18/1979,42,71,149,gladiators academy,lightweight,25,19,United States,-Slidell Louisiana-,https://www.sherdog.com/fighter/JC-Pennington-6733
dan sidener,None,None,None,187,None,light heavyweight,0,0,None,None,https://www.sherdog.com/fighter/Dan-Sidener-74685
pete garcia,None,None,None,None,None,None,0,1,None,None,https://www.sherdog.com/fighter/Pete-Garcia-33091
